,1_star_ratings,2_star_ratings,3_star_ratings,4_star_ratings,5_star_ratings,total_ratings,avg_ratings
max payne 2: the fall of max payne - xbox,0,0,2,5,11,18,4.5
resident evil 2,0,1,1,4,12,18,4.5
heroes of ruin - nintendo 3ds,0,2,3,8,5,18,3.888888888888889
professor layton and the miracle mask - nintendo 3ds,0,1,2,3,12,18,4.444444444444445
the crew - xbox one,1,3,3,3,8,18,3.7777777777777777
star wars: the old republic collector's bundle - pc,0,2,2,6,8,18,4.111111111111111
nba 2k14 - xbox one,1,2,1,5,9,18,4.055555555555555
fable: the journey - xbox 360,1,1,4,1,11,18,4.111111111111111
lego indiana jones 2: the adventure continues - playstation 3,0,1,3,5,9,18,4.222222222222222
disney infinity: marvel super heroes (2.0 edition) video game starter pack - wii u,0,3,1,1,13,18,4.333333333333333
blood omen 2,1,1,7,6,3,18,3.5
disney infinity: marvel super heroes (2.0 edition) video game starter pack - playstation 4,0,0,5,5,8,18,4.166666666666667
dead or alive ultimate,1,0,1,4,12,18,4.444444444444445
disney infinity 3.0 edition: star wars yoda figure,0,0,0,0,18,18,5.0
wwe all stars - xbox 360,0,0,3,4,11,18,4.444444444444445
xbox 360 wireless controller with transforming d-pad and play and charge kit - black,0,0,0,1,17,18,4.944444444444445
carnival island - playstation 3,0,1,0,1,16,18,4.777777777777778
sword of mana,0,2,4,5,7,18,3.9444444444444446
mario party star rush - nintendo 3ds,0,0,2,5,11,18,4.5
pokemon mystery dungeon: explorers of time,0,0,0,4,14,18,4.777777777777778
final fantasy type-0 hd - xbox one,0,1,1,2,14,18,4.611111111111111
the order: 1886 premium edition,0,0,2,7,9,18,4.388888888888889
resident evil: revelations 2 - xbox one,1,1,2,2,12,18,4.277777777777778
little big planet 3 - playstation 3,0,1,2,1,14,18,4.555555555555555
jeopardy - nintendo wii,0,0,2,6,10,18,4.444444444444445
hitman: blood money - xbox 360,1,0,1,6,10,18,4.333333333333333
analog av multi out to component cable for playstation 3/ps2,2,1,0,3,12,18,4.222222222222222
insten crystal case compatible with nintendo 3ds xl (not compatible with the new version),0,0,1,2,15,18,4.777777777777778
mario kart: double dash!! with bonus disc,0,0,2,6,10,18,4.444444444444445
dirt rally - playstation 4,4,1,2,3,8,18,3.5555555555555554
skylanders spyro's adventure pack - pirate seas,0,0,1,4,13,18,4.666666666666667
dragon warrior vii,0,4,1,2,11,18,4.111111111111111
pokémon yellow version - 3ds [digital code],1,0,0,2,15,18,4.666666666666667
rayman 3d - nintendo 3ds,0,1,4,6,7,18,4.055555555555555
ninja gaiden,0,0,2,4,12,18,4.555555555555555
just cause 2 [online game code],1,1,3,4,9,18,4.055555555555555
rocket league: collector's edition - playstation 4,0,0,2,0,16,18,4.777777777777778
star wars: battlefront,2,1,4,7,4,18,3.5555555555555554
mega man amiibo - japan import (super smash bros series),2,0,0,1,15,18,4.5
odin sphere leifthrasir - playstation 4 standard edition,3,1,0,1,13,18,4.111111111111111
silent hill 4 the room - xbox,0,2,6,2,8,18,3.888888888888889
tom clancy's splinter cell 3d - nintendo 3ds,2,3,3,1,9,18,3.6666666666666665
captain falcon amiibo - japan import (super smash bros series),1,0,1,1,15,18,4.611111111111111
turtle beach - ear force xo seven pro premium gaming headset - superhuman hearing - xbox one (discontinued by manufacturer),3,1,1,2,11,18,3.9444444444444446
puzzle quest: challenge of the warlords - nintendo ds,1,0,4,5,8,18,4.055555555555555
gothic universe - pc,4,2,0,6,6,18,3.4444444444444446
the sims 2 glamour life stuff - pc,0,3,1,1,13,18,4.333333333333333
fuzion frenzy - xbox,0,2,4,6,6,18,3.888888888888889
sega genesis 1 (original model) console system,0,0,0,3,15,18,4.833333333333333
age of empires collector's edition (limited edition),1,1,1,5,10,18,4.222222222222222
metal gear solid portable ops - sony psp,1,0,1,4,12,18,4.444444444444445
psp battery pack,2,0,6,2,8,18,3.7777777777777777
dead or alive xtreme 2,0,4,2,3,9,18,3.9444444444444446
xbox 360 wireless controller pink,0,2,4,2,10,18,4.111111111111111
hori hard pouch for nintendo new 3ds xl,0,0,0,4,14,18,4.777777777777778
need for speed carbon - playstation 2,0,0,2,6,10,18,4.444444444444445
kirby squeak squad,0,0,2,5,11,18,4.5
mortal kombat x fight pad for xbox one and xbox 360,3,1,6,3,5,18,3.3333333333333335
need for speed shift,2,0,4,3,9,18,3.9444444444444446
waddle dee amiibo - nintendo 3ds,1,0,0,4,13,18,4.555555555555555
kirby amiibo - nintendo 3ds,0,0,0,1,17,18,4.944444444444445
the serious sam collection - xbox 360,0,3,2,2,11,18,4.166666666666667
shadow hearts: covenant,0,0,1,3,14,18,4.722222222222222
sid meier's pirates! (live the life),1,3,3,5,6,18,3.6666666666666665
hitman 2:  silent assassin - playstation 2,2,1,2,6,7,18,3.8333333333333335
mmr umd psp replacement game case 3 pack clear,0,0,0,0,18,18,5.0
nancy drew: the legend of the crystal skull - pc,2,3,1,5,7,18,3.6666666666666665
skylanders superchargers: drivers high volt character pack,0,0,1,0,17,18,4.888888888888889
mizar replacement  av cables + ac power cord for xbox,0,0,0,0,18,18,5.0
nier - xbox 360,2,1,2,2,11,18,4.055555555555555
hitman: the complete first season - playstation 4,2,0,1,3,12,18,4.277777777777778
ncaa football 14 - playstation 3,1,0,0,4,13,18,4.555555555555555
fire emblem: radiant dawn,0,3,2,4,9,18,4.055555555555555
mvp baseball 2005,0,0,2,4,12,18,4.555555555555555
goldeneye 007: reloaded,1,1,6,2,8,18,3.8333333333333335
hori screen protective filter for playstation vita 2000 series,1,0,0,3,14,18,4.611111111111111
alice: madness returns - pc,0,0,6,7,5,18,3.9444444444444446
major league baseball 2k11 - xbox 360,2,2,3,4,7,18,3.6666666666666665
timesplitters 2,0,0,2,6,10,18,4.444444444444445
mlb 15: the show (10th anniversary edition),2,0,0,0,16,18,4.555555555555555
saints row iv [download],0,1,2,7,8,18,4.222222222222222
cirka wired controller for gamecube/ wii (purple),3,1,2,5,7,18,3.6666666666666665
zoo tycoon - pc,0,1,6,1,10,18,4.111111111111111
mystery case files: ravenhearst,1,1,0,3,13,18,4.444444444444445
ps3 250gb the last of us bundle,2,0,0,1,15,18,4.5
republique - playstation 4,2,1,2,5,8,18,3.888888888888889
xbox memory unit,0,2,1,4,11,18,4.333333333333333
lego indiana jones: the original adventures - playstation 2,0,0,0,4,14,18,4.777777777777778
skylanders swap force fiery forge battle pack,0,0,3,0,15,18,4.666666666666667
blazblue: chrono phantasma - playstation 3,1,0,1,2,14,18,4.555555555555555
turtle beach - ear force x42 - premium wireless gaming headset with dolby surround sound - xbox 360 (discontinued by manufacturer),2,0,4,3,9,18,3.9444444444444446
kinect adventures! xbox 360,0,1,3,4,10,18,4.277777777777778
call of duty finest hour - playstation 2,0,2,3,3,10,18,4.166666666666667
dead or alive 5,0,1,3,2,12,18,4.388888888888889
ghostbusters: the video game - playstation 2,0,0,2,10,6,18,4.222222222222222
pokemon xd: gale of darkness,0,0,2,1,15,18,4.722222222222222
deus ex: game of the year edition - pc,0,0,1,4,13,18,4.666666666666667
disney princess: enchanted journey - nintendo wii,1,0,3,3,11,18,4.277777777777778
conker: live & reloaded - xbox,0,0,4,4,10,18,4.333333333333333
street fighter ii,1,0,1,5,11,18,4.388888888888889
the king of fighters xiii - playstation 3,1,0,1,5,11,18,4.388888888888889
ufc undisputed 3,1,0,3,7,7,18,4.055555555555555
pro evolution soccer 2014 - ps3,0,1,3,0,14,18,4.5
the sims 3 high end loft stuff [instant access],2,2,2,0,12,18,4.0
forza motorsport,0,0,1,2,15,18,4.777777777777778
kirby canvas curse,1,0,0,9,8,18,4.277777777777778
velvet assassin - xbox 360,3,1,3,4,7,18,3.611111111111111
dark pit amiibo - japan import (super smash bros series),0,0,0,1,17,18,4.944444444444445
kirby air ride,0,1,1,4,12,18,4.5
wii fit u w/fit meter - wii u,0,1,0,9,8,18,4.333333333333333
far cry instincts predator - xbox 360,2,2,3,7,4,18,3.5
lego pirates of the caribbean - nintendo 3ds,0,1,3,5,9,18,4.222222222222222
rune factory 2: a fantasy harvest moon - nintendo ds,0,1,1,8,8,18,4.277777777777778
psp playgear pocket,1,0,1,6,10,18,4.333333333333333
ness amiibo - japan import (super smash bros series),0,0,1,2,15,18,4.777777777777778
xbox one s 500gb console - halo collection bundle [discontinued],4,0,1,3,10,18,3.8333333333333335
lords of the fallen playstation 4 complete edition,2,2,3,3,8,18,3.7222222222222223
fifa soccer 11 - playstation 3,0,0,3,2,13,18,4.555555555555555
grandia iii - playstation 2,0,2,4,3,9,18,4.055555555555555
hitman trilogy hd premium edition - playstation 3,1,0,2,2,13,18,4.444444444444445
kirby nightmare in dream land,1,1,2,7,7,18,4.0
the sims 2: celebration stuff - pc,0,2,4,2,10,18,4.111111111111111
jigglypuff amiibo - japan import (super smash bros series),0,0,0,1,17,18,4.944444444444445
resident evil: dead aim,3,0,2,4,9,18,3.888888888888889
guitar hero world tour - xbox 360 (game only),1,2,2,3,10,18,4.055555555555555
dirt 2 - xbox 360,1,0,3,4,10,18,4.222222222222222
tom clancy's ghost recon - xbox,0,1,2,8,7,18,4.166666666666667
medal of honor: rising sun - xbox,1,1,2,6,8,18,4.055555555555555
destiny: rise of iron - ps4 [digital code],3,6,5,1,3,18,2.7222222222222223
borderlands 2 - pc,1,1,1,0,15,18,4.5
ghost trick: phantom detective - nintendo ds,1,0,2,4,11,18,4.333333333333333
spider-man,0,4,2,5,7,18,3.8333333333333335
wii music,2,2,1,4,9,18,3.888888888888889
resident evil code veronica x - gamecube,0,0,2,3,13,18,4.611111111111111
shinobi - nintendo 3ds,0,0,1,9,8,18,4.388888888888889
toy story 3 the video game - playstation 2,0,1,0,2,15,18,4.722222222222222
super street fighter ii: the new challengers,0,0,2,3,13,18,4.611111111111111
"xbox one with kinect: assassin's creed unity bundle, 500gb hard drive",2,0,0,2,14,18,4.444444444444445
retro-bit super retrotrio console nes/snes/genesis 3-in-1 system - red/black,1,2,2,4,9,18,4.0
no more heroes: heroes' paradise - playstation 3,1,5,2,3,7,18,3.5555555555555554
dead or alive 5 last round - xbox one,2,2,3,4,7,18,3.6666666666666665
battlefield 3: premium edition [online game code],1,1,0,3,13,18,4.444444444444445
mario party 3,1,0,3,4,10,18,4.222222222222222
saints row: the third [download],1,1,1,4,11,18,4.277777777777778
gunstringer - xbox 360,0,1,2,6,9,18,4.277777777777778
mortal kombat,1,2,1,3,11,18,4.166666666666667
skylanders spyro's adventure: drobot,0,0,1,2,15,18,4.777777777777778
the bouncer,1,4,4,4,5,18,3.4444444444444446
hellgate: london - pc,4,3,6,2,3,18,2.8333333333333335
madden nfl 2004,1,0,0,5,12,18,4.5
the chronicles of riddick: assault on dark athena - pc,11,0,2,1,3,17,2.1176470588235294
the movies - pc,1,1,4,6,5,17,3.764705882352941
lego harry potter: years 5-7 - xbox 360,0,0,1,2,14,17,4.764705882352941
nights journey of dreams - nintendo wii,1,0,5,7,4,17,3.764705882352941
lego indiana jones: the original adventures,0,0,4,4,9,17,4.294117647058823
james bond 007: quantum of solace - pc,2,1,6,5,3,17,3.3529411764705883
the last of us: left behind dlc - ps3 [digital code],1,1,1,2,12,17,4.352941176470588
xbox 360 elite [old version],4,2,0,3,8,17,3.5294117647058822
guitar hero 5 - xbox 360 (game only),2,2,1,2,10,17,3.9411764705882355
rise of nations - pc,0,2,3,3,9,17,4.117647058823529
blood rayne,0,1,5,4,7,17,4.0
lego city undercover: the chase begins - nintendo 3ds,0,1,1,3,12,17,4.529411764705882
sniper elite v2: silver star edition - xbox 360,0,0,3,4,10,17,4.411764705882353
mega man x4,2,0,0,3,12,17,4.352941176470588
the outfit - xbox 360,1,0,4,5,7,17,4.0
payday 2 - playstation 3,1,3,1,2,10,17,4.0
final fantasy v advance (eu),0,0,0,8,9,17,4.529411764705882
deus ex: invisible war - pc,2,1,6,6,2,17,3.2941176470588234
nintendo 3ds hand grip,0,0,2,3,12,17,4.588235294117647
tom clancy's splinter cell double agent - playstation 3,0,2,2,3,10,17,4.235294117647059
playstation 4 1tb console - call of duty: black ops 3 limited edition bundle [discontinued],2,0,0,2,13,17,4.411764705882353
sony playstation 3 move motion controller (bulk packaging),1,0,0,2,14,17,4.647058823529412
etrian odyssey 2 untold: the fafnir knight - nintendo 3ds,0,0,1,4,12,17,4.647058823529412
sony playstation dualshock controller - gray,0,0,0,6,11,17,4.647058823529412
lego jurassic world - playstation 3,0,0,2,3,12,17,4.588235294117647
ridge racer 7 - playstation 3,1,3,1,4,8,17,3.8823529411764706
nba street - playstation 2,0,0,0,6,11,17,4.647058823529412
cooking mama: cook off,0,1,3,7,6,17,4.0588235294117645
batman: arkham knight - windows standard edition,8,1,1,3,4,17,2.6470588235294117
cursed mountain - nintendo wii,1,2,3,5,6,17,3.764705882352941
nintendo ds lite crimson & black with brain age 2,0,0,0,2,15,17,4.882352941176471
black & white 2 - pc,2,4,2,1,8,17,3.5294117647058822
tony hawk's underground 2 - playstation 2,1,1,3,2,10,17,4.117647058823529
akiba's trip: undead & undressed - playstation vita,0,1,3,6,7,17,4.117647058823529
the sims 4 [online game code],2,0,5,5,5,17,3.6470588235294117
klonoa 2: lunatea's veil,0,0,0,7,10,17,4.588235294117647
stella glow - nintendo 3ds,0,1,0,3,13,17,4.647058823529412
disney infinity 3.0 edition: star wars rise against the empire play set,1,0,1,1,14,17,4.588235294117647
godzilla: save the earth,0,1,0,2,14,17,4.705882352941177
dr. mario,0,0,2,5,10,17,4.470588235294118
ssx tricky - playstation 2,0,0,1,5,11,17,4.588235294117647
capcom classics collection volume 2,0,0,2,3,12,17,4.588235294117647
yoshi touch and go,0,1,7,4,5,17,3.764705882352941
tekken hybrid - playstation 3,0,1,4,4,8,17,4.117647058823529
xbox 360 live vision camera,0,1,4,5,7,17,4.0588235294117645
little mac amiibo - japan import (super smash bros series),0,0,1,1,15,17,4.823529411764706
batman arkham city goty [download],0,0,1,1,15,17,4.823529411764706
resident evil 4 - xbox one standard edition,1,1,2,1,12,17,4.294117647058823
ufc personal trainer - xbox 360,1,2,1,3,10,17,4.117647058823529
fishing resort - nintendo wii,0,1,2,2,12,17,4.470588235294118
gravity falls: legend of the gnome gemulets - nintendo 3ds standard edition,1,0,4,9,3,17,3.764705882352941
warhammer 40k: dawn of war soulstorm,0,0,2,9,6,17,4.235294117647059
boom blox bash party - nintendo wii,0,0,0,3,14,17,4.823529411764706
cruis'n usa,0,1,4,1,11,17,4.294117647058823
lunar: silver star harmony - sony psp,1,0,2,4,10,17,4.294117647058823
clive barker's undying - pc,0,1,2,7,7,17,4.176470588235294
house of 1000 doors: family secrets  [download],0,0,2,4,11,17,4.529411764705882
mysims agents - nintendo wii,0,0,3,2,12,17,4.529411764705882
asphalt 3d,2,0,5,6,4,17,3.588235294117647
star wars the clone wars: lightsaber duels - nintendo wii,0,1,4,7,5,17,3.9411764705882355
james bond 007: from russia with love - playstation 2,0,0,2,5,10,17,4.470588235294118
game genie video game enhancer,0,0,0,2,15,17,4.882352941176471
legend of zelda box set prima official game guide,0,0,0,1,16,17,4.9411764705882355
lego battles: ninjago - nintendo ds,1,1,3,3,9,17,4.0588235294117645
xbox 360 arcade,2,0,1,3,11,17,4.235294117647059
dark souls collector's edition - playstation 3,1,0,1,2,13,17,4.529411764705882
tomee charge cable for wii u gamepad,0,0,0,2,15,17,4.882352941176471
official nintendo wii wheel - black,0,0,0,3,14,17,4.823529411764706
wii classic controller pro - white (japanese version),0,0,0,2,15,17,4.882352941176471
senran kagura shinovi versus - 'let's get physical' limited edition - playstation vita,1,1,2,3,10,17,4.176470588235294
blood rayne 2,0,0,2,7,8,17,4.352941176470588
doom,2,2,2,4,7,17,3.7058823529411766
clock tower 3 - playstation 2,0,0,4,6,7,17,4.176470588235294
pdp energizer xbox one controller charger with rechargeable battery pack for two wireless controllers charging station  black (package may vary),2,0,2,0,13,17,4.294117647058823
spider-man 2 - xbox,1,1,2,6,7,17,4.0
tony hawks' pro skater 3,0,0,1,5,11,17,4.588235294117647
action replay dsi,2,0,4,2,9,17,3.9411764705882355
marvel ultimate alliance - playstation 3,0,0,1,4,12,17,4.647058823529412
spider-man 3 - xbox 360,0,1,5,4,7,17,4.0
saints row: gat out of hell,1,0,3,3,10,17,4.235294117647059
metal slug anthology - playstation 2,0,0,0,6,11,17,4.647058823529412
f1: formula one championship edition - playstation 3,0,0,2,6,9,17,4.411764705882353
medieval ii total war - pc,2,0,2,5,8,17,4.0
james bond 007 everything or nothing - gamecube,0,2,4,4,7,17,3.9411764705882355
generic ac adapter for nintendo ds and game boy advance sp - nintendo ds,1,0,2,3,11,17,4.352941176470588
grand theft auto: san andreas - xbox,0,1,0,3,13,17,4.647058823529412
blood omen 2,0,1,5,2,9,17,4.117647058823529
tzou ac power adapter for nintendo wii console,0,0,0,1,16,17,4.9411764705882355
star wars battlefront ii,0,3,2,1,11,17,4.176470588235294
yakuza 2 - playstation 2,0,0,0,6,11,17,4.647058823529412
dragon ball z: budokai tenkaichi 3 - playstation 2,0,2,0,6,9,17,4.294117647058823
electronic arts sports: rory mcilroy pga tour - xbox one,6,4,4,3,0,17,2.235294117647059
ikaruga,0,0,0,3,14,17,4.823529411764706
saw - playstation 3,1,1,3,4,8,17,4.0
nascar 09 - playstation 3,0,0,0,8,9,17,4.529411764705882
tom clancy's the division - pc,2,1,3,3,8,17,3.823529411764706
earth defense force 2017 - xbox 360,0,2,3,7,5,17,3.8823529411764706
project sylpheed: arc of deception - xbox 360,0,1,3,5,8,17,4.176470588235294
prince of persia: sands of time,0,0,1,4,12,17,4.647058823529412
ori and the blind forest: definitive edition - xbox one,1,0,0,2,14,17,4.647058823529412
super mario world - wii u [digital code],1,0,0,2,14,17,4.647058823529412
resident evil: operation raccoon city special edition -xbox 360,3,4,1,4,5,17,3.235294117647059
call of duty: advanced warfare - pc,4,0,2,4,7,17,3.588235294117647
war of the monsters,0,1,0,6,10,17,4.470588235294118
doom 64,0,0,2,4,11,17,4.529411764705882
just dance 2015 - xbox 360,0,0,1,1,15,17,4.823529411764706
baldur's gate box set (sweden),2,1,1,1,12,17,4.176470588235294
xbox elite wireless controller,1,1,2,2,11,17,4.235294117647059
the hip hop dance experience - xbox 360,1,0,3,7,6,17,4.0
the godfather ii - xbox 360,0,2,5,4,6,17,3.823529411764706
star wars: jedi starfighter,0,1,5,3,8,17,4.0588235294117645
saints row iv: national treasure - playstation 3,1,0,1,4,11,17,4.411764705882353
wii sports club - wii u,0,1,1,2,13,17,4.588235294117647
charizard amiibo - japan import (super smash bros series),0,0,1,2,14,17,4.764705882352941
game party - nintendo wii,1,2,4,5,5,17,3.6470588235294117
lost planet extreme condition: colonies edition -xbox 360,0,0,2,5,10,17,4.470588235294118
zoo tycoon complete collection - pc,0,0,4,4,9,17,4.294117647058823
just dance kids 2 - playstation 3,1,0,3,8,5,17,3.9411764705882355
